ID,Name,Industry,Description,Year Founded,Employees,State,City,Metro Area,Total Revenue,Total Expense,Total Profit
930,Dashedcompounds,IT Services,"Provides cloud virtualization, cloud training and Web, mobile and application development services to Cisco, Verizon and other Fortune 500 corporations.",2014,59,CA,San Ramon,San Francisco,10088646.33,11583205.27,-1494558.94
931,Porkpuddings,Media,"A media company and community for digital media, marketing and advertising professionals, using its website as a content hub and offering email newsletters and multi-day networking events for marketers.",2007,27,NY,New York,New York City,9735350.11,4041767.23,5693582.88
932,Follyslushy,Software,Provides POS software to salons and spas throughout North America.,2012,80,AZ,Chandler,Phoenix,14569311.73,6544525.6,8024786.13
933,Hayloftmizuna,Health,"Provides prompt, professional walk-in medical treatment for non-life and non-limb threatening illnesses and injuries.",2013,117,CT,Brookfield,"Bridgeport-Stamford-Norwalk, CT",18493318.74,4947184.66,13546134.08
934,Thalliumwould,IT Services,"Helps large enterprises design, build and operate IT infrastructure. Offers remote support to the public sector, financial services and energy industries.",2014,278,NY,Clifton Park,"Albany-Schenectady-Troy, NY",6858167.22,10900654.71,-4042487.5
935,Regexsay,Financial Services,Provides outsourced accounting and financial services to businesses and business owners.,2004,58,CA,San Diego,San Diego,9067533.9,6251663.94,2815869.96
936,Resolvingadaptation,Human Resources,"Specializes in the placement of accounting, administrative, construction and renewable energy professionals into direct-hire, consulting and contract positions.",2013,85,PA,Philadelphia,Philadelphia,11617308.21,14123924.84,-2506616.63
937,Hoeforeach,IT Services,Provides IT and engineering staffing services.,2010,25,WI,Wauwatosa,"Milwaukee-Waukesha-West Allis, WI",9783995.8,2025322.43,7758673.36
938,Dessertsanchovy,Government Services,"Delivers information technology services such as security, control system engineering and strategic consulting to the Department of Defense and other government entities.",2012,124,CA,San Diego,San Diego,13399785.73,4382671.66,9017114.06
939,Reveredtogether,Health,"Medical and rescue services company specializing in remote and austere environments. It provides equipment, training and onsite medical care for patients who are too far away from the nearest hospital.",2012,106,WA,Seattle,Seattle,13347634.62,6317948.19,7029686.43
940,Langedprivacy,Financial Services,"A financial institution that leverages the power of virtual banking to grow accounts, increase market share and become more influential within communities they serve.",2001,425,TX,Austin,Austin,13592862.35,5306976.18,8285886.17
941,Snugglyundertaker,Telecommunications,"Provides telecommunications and auditing services with a focus on disaster recovery and business continuity planning. Auditing services include reviews of invoices and contracts, rate negotiations and vendor selection.",2013,29,CA,Hermosa Beach,Los Angeles,11170289.7,4012080.07,7158209.63
942,Nickedexaggerate,Human Resources,"A staffing company that places applicants in clerical, administrative, call center, accounting, legal, IT, and health care jobs.",2012,202,MD,Cockeysville,Baltimore,13449162.02,3666701.95,9782460.08
943,Bloomingpeeve,Manufacturing,Manufactures injection molding plastic products and provides logistical help so developers can get products into the market more quickly.,2013,255,WI,Kenosha,Chicago,11614714.98,5325478.23,6289236.75
944,Grippingcar,Software,Develops and licenses software-as-a-service technology for the mental health and human service markets.,2012,121,TN,Nashville,Nashville,10729928.43,10099648.92,630279.51
945,Bollersimmigrate,Software,"Develops software that reveals critical information about companies, contacts, and connections to clients so they can deliver more leads, close more deals, and retain and grow accounts.",2011,183,CA,San Francisco,San Francisco,9413739.77,4384152.99,5029586.78
946,Rosychoke,IT Services,"Provides staffing, technology and industry IT services.",2011,348,IN,Indianapolis,"Indianapolis, IN",11249161.94,4294825.56,6954336.37
947,Valuesbilled,IT Services,"An IT services company that delivers quality, comprehensive and cost effective IT services across the public and private sector.",2013,95,NY,New York,New York City,10813577.85,9753797.61,1059780.24
948,Powerlinnet,Manufacturing,"Hardens and miniaturizes laser systems for hostile environments, including quantum cascade lasers, diode-pumped solid state lasers, diode lasers and gas lasers. LaserMax provides weapons-related lasers for the personal protection, law enforcement and military markets, as well as serving the aerospace, semiconductor manufacturing and biomedical markets.",2009,63,NY,Rochester,"Rochester, NY",10172648.38,2434718.22,7737930.16
949,Stayspheroid,Government Services,A dynamic defense contractor serving federal government customers throughout the defense and intelligence community.,2011,80,VA,Reston,"Washington, DC",10951118.82,1520969.86,9430148.97
950,Barmpotfishified,Health,"Operates a healthcare revenue cycle management company that works with academic medical centers, hospitals, health systems and physician groups to improve revenue growth and cash flow.",2013,168,IA,Coralville,"Iowa City, IA",12783956.15,8157689.88,4626266.27
951,Smokingwidgeon,Software,"Provides mission-critical software, mobile and Web applications to startups and growth businesses.",2011,54,NY,New York,New York City,12521682.51,5425859.59,7095822.93
952,Chinekogi,Logistics & Transportation,Manages and brokers freight of all sizes and modes and provides supply chain management for freight companies through its custom online applications and XML Web services.,2013,27,OH,Hamilton,Cincinnati,11801056.08,2725944.57,9075111.51
953,Swordsbubble,Manufacturing,A full service producer and distributor of print merchandise. It acquired a heat transfer printing company in 2013.,2011,450,NJ,Secaucus,New York City,13830045.93,6989412.27,6840633.67
954,Soddenfurther,Financial Services,"Provides residential mortgage loans in CA, MD, PA and FL.",2010,20,CA,San Diego,San Diego,9372125.14,6051334.16,3320790.98
955,Potatoeswabbit,Telecommunications,Develops and installs Internet communications systems featuring a blended architecture that overcomes the limitations of some Internet communications technologies.,2010,191,FL,Sarasota,"Sarasota-Bradenton-Venice, FL",13988431.07,8266293.16,5722137.91
956,Drudgelepe,Health,"Provides LC/MS and LC/MS/MS services to the pharmaceutical and biotech industries, using skilled scientists to provide personalized lab services.",2009,22,ID,Moscow,"Moscow, ID",12058133.29,7737261.62,4320871.67
957,Machinepond,Software,"Develops cloud-based technology that allows visual co-browsing of content for customer service applications. Products include co-browse, live chat and click-to-call technology.",2013,17,NJ,Matawan,New York City,14582538,2208786.23,12373751.77
958,Heinzvolary,Health,A corporate wellness program specializing in improving employees' daily health habits through games and incentives.,2014,29,CA,Carlsbad,San Diego,10264142.45,1693586.84,8570555.61
959,Excellencerecent,Health,"A frontline healthcare provider that performs more than 65,000 patient transports per year using over 70 vehicles.",2010,381,TX,Farmers Branch,Dallas,12649352.18,6779047.05,5870305.12
960,Condemnedgenuine,Government Services,"Provides highly-technical personnel for all phases of intelligence, surveillance and reconnaissance, including design, testing and development.",2013,28,MD,Silver Spring,"Washington, DC",11120597.4,3940348.51,7180248.88
961,Cylinderscurve,Energy,"A residential solar installer serving the Bay Area and offering a 15 year production guarantee, full solar warranty and a variety of financial options for purchasing and installing solar paneling.",2010,41,CA,San Jose,San Jose,10712526.42,3338096.35,7374430.07
962,Thrushetrundle,Engineering,"A multi-disciplinary firm specializing in furniture design and manufacturing, focusing on working with clients who are changing the social climate such as Pinterest, AOL and Facebook. Projects include creating unique office environments and retail space and designing residential furniture lines.",2014,17,CA,Los Angeles,Los Angeles,9631676.48,5602105.23,4029571.25
963,Fatsohealth,IT Services,"Provides core IT infrastructure, health care IT, application development, website design and document management for industries, including nonprofit, legal, retail, education, banking and healthcare.",2009,21,SC,Florence,"Florence, SC",8747575.83,6905335.81,1842240.02
964,Abusivebong,Construction,"A full service restoration contractor that provides emergency services to residential and commercial properties damaged by water, fire or crime.",2009,8,WI,Oshkosh,"Oshkosh-Neenah, WI",10609526.61,4639760.52,5969766.08
965,Pinterestcrannies,Environmental Services,"Provides services to address complex environmental concerns. Services include environmental assessments, asbestos surveys and indoor air quality assessments.",2010,14,CA,Camarillo,"Oxnard-Thousand Oaks-Ventura, CA",12149650.44,3450198.15,8699452.28
